GeneName	H_PBS_1	H_PBS_2	H_PBS_3	H_Mono_1	H_Mono_2	H_Mono_3	H_PFF_1	H_PFF_2	H_PFF_3	S_PBS_1	S_PBS_2	S_PBS_3	S_Mono_1	S_Mono_2	S_Mono_3	S_PFF_1	S_PFF_2	S_PFF_3
RABGAP1	1414	947	1142	1052	922	1164	913	1203	709	1342	1777	1749	2063	1354	1617	2017	912	1206
DCN	2	1	4	1	0	4	1	1	1	288	327	350	394	265	273	346	165	214
QPCTL	432	290	360	416	352	328	437	337	203	121	138	139	185	110	145	194	66	118
PPP5C	1324	864	1053	1020	937	1069	1139	1060	697	1052	1182	1208	1589	1119	1155	1610	757	985
CEP68	372	255	294	245	225	293	246	294	179	869	911	932	1118	709	829	1078	549	658
MAP4K3	1034	758	801	883	727	928	714	866	545	843	1035	974	1160	721	936	1144	539	649
ZBTB32	0	0	0	0	1	0	2	0	0	0	0	2	1	1	0	0	0	0
TYROBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDAF1	43	24	24	32	26	25	34	29	18	78	78	83	72	47	44	96	32	44
GABRA3	0	0	0	0	0	0	0	0	0	180	171	194	214	153	143	201	91	104
BRCA1	2270	1419	1798	1698	1457	1908	1441	1803	1072	329	347	367	669	388	506	560	239	318
ERCC1	822	571	651	636	613	674	1002	739	411	1004	1085	1234	1586	976	1128	1507	680	868
CD22	5	2	1	2	3	3	3	4	0	0	0	0	0	0	0	1	0	0
SEMA3B	514	381	393	373	337	305	515	330	241	171	179	189	196	91	133	242	96	129
MBTPS2	666	484	580	491	470	556	378	587	327	1231	1610	1468	1872	1209	1436	1897	897	1108
PRICKLE3	131	105	115	119	112	124	102	107	68	5	8	11	15	13	13	19	11	12
LTF	1	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
EXTL3	815	543	637	546	505	569	430	565	409	1731	1858	2000	2692	1722	1929	2483	1192	1557
NR1H4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1
ELOVL5	4912	3129	3878	3522	3289	3855	3193	3736	2172	1862	2166	2164	2833	1787	2271	2803	1274	1545
ALOX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM5D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCOCO1	1093	750	876	795	732	812	820	915	516	1422	1715	1844	1984	1175	1436	2126	903	1182
UBR7	25	14	50	66	33	19	29	94	18	11	21	46	27	75	20	25	15	19
MAP4K5	2331	1505	1880	1962	1643	2001	1630	1984	1211	937	1080	1067	1314	809	1031	1335	569	702
EHD3	485	347	408	383	359	432	360	417	288	851	956	1043	935	628	704	1046	449	595
PSMC4	0	0	0	0	0	1	2	3	0	1	2	5	1	1	0	2	1	1
MAN2B2	811	539	620	656	575	658	550	625	384	577	596	664	739	527	556	791	399	534
SLC7A14	23	19	18	28	15	29	15	18	15	2475	3200	3016	3021	1717	2489	2643	1359	1765
CLDN11	583	380	450	498	422	476	518	452	309	21	27	21	29	16	16	25	14	12
SLC25A39	1834	1287	1458	1452	1283	1473	2049	1550	992	1328	1470	1474	2040	1301	1395	1948	885	1113
MVP	1274	908	1081	1167	1118	1216	1574	1134	754	384	404	427	547	354	409	549	240	315
NUB1	932	662	727	694	636	815	905	843	478	1304	1580	1570	1969	1320	1604	1987	954	1193
PGM3	705	505	593	615	498	615	567	627	368	889	1116	1173	1537	925	1187	1478	656	760
RWDD2A	111	83	75	83	77	61	93	92	46	182	201	239	287	163	227	279	141	189
CLK1	1112	698	929	765	627	811	726	725	460	919	1350	1139	1280	917	1049	1367	629	798
POLR3B	474	330	402	391	344	409	409	424	275	121	159	157	222	154	175	221	100	113
ANGEL1	467	330	405	340	305	372	298	381	275	439	518	485	641	414	453	606	280	381
RNF14	641	413	481	456	382	514	524	513	305	601	767	737	906	600	625	839	374	520
DNASE1L1	856	596	666	670	581	682	907	685	417	308	337	341	346	251	274	383	188	217
DDX11	1756	1155	1412	1408	1248	1336	1513	1350	957	515	622	639	946	531	650	849	390	488
HEBP1	459	322	406	317	288	351	505	407	238	127	130	150	158	123	124	175	71	99
GPRC5A	3918	2386	2945	3386	3001	3184	2642	2901	1851	62	77	73	164	102	114	185	76	96
MAMLD1	392	296	332	366	347	339	263	391	213	19	16	27	44	29	30	44	23	19
CD6	1	0	2	0	0	0	2	0	0	3	2	3	3	2	1	9	2	2
TACC3	3895	2638	3076	2607	2398	2835	3472	3085	1963	763	871	886	1672	1057	1177	1463	645	870
UFL1	381	292	283	285	255	315	231	306	149	258	283	308	398	268	326	409	184	221
POLA2	525	361	386	412	382	394	470	406	229	65	68	68	135	92	97	114	64	58
ZC3H3	315	215	258	278	253	240	315	284	200	187	182	191	263	149	166	218	99	178
CAPN1	2140	1350	1698	1612	1559	1708	1921	1723	1251	1374	1458	1611	1871	1255	1348	1835	886	1124
ACP3	0	0	0	0	0	0	0	0	0	15	8	11	16	15	7	4	5	6
MDH1	2703	1790	2193	1944	1792	2365	3038	2369	1414	1082	1286	1263	1734	1193	1260	1661	724	917
SLC30A9	849	610	748	607	509	737	736	759	427	1500	1917	1874	2270	1502	1825	2387	1032	1418
MTMR11	213	137	170	176	168	180	129	156	88	144	174	206	209	129	141	213	81	116
COX15	521	311	427	366	315	415	467	470	287	594	668	646	906	580	647	842	406	479
CCDC88C	195	110	142	169	119	171	102	150	93	163	150	201	230	152	162	259	117	153
YAF2	248	153	210	198	183	204	203	224	133	509	650	574	641	514	553	728	326	382
ZMYND11	882	590	664	583	525	674	538	701	395	1100	1397	1215	1626	1052	1238	1618	736	932
WAS	11	6	11	7	7	8	5	5	6	21	22	29	33	19	15	21	7	25
DPEP1	1	0	0	0	2	3	0	1	2	0	0	0	0	1	0	0	0	0
BID	931	611	719	755	660	808	1057	776	456	368	429	437	706	482	561	697	298	382
MATR3	244	151	195	149	152	164	82	149	99	76	105	83	100	55	75	107	31	56
NPC1L1	4	1	0	0	2	2	2	1	2	120	160	177	188	120	125	189	88	118
XYLT2	1028	709	764	799	712	774	894	771	563	435	459	506	701	411	486	714	319	422
RGPD5	191	103	140	146	122	122	83	126	81	49	100	120	128	96	107	145	58	77
STMN4	0	0	0	0	0	0	0	0	0	744	866	916	1034	657	757	1031	466	650
NUDCD3	542	360	440	466	410	508	535	461	305	2296	2562	2654	3332	2173	2423	3135	1489	1985
ISL1	0	0	0	2	0	0	0	0	1	2165	2422	2417	2848	1921	2091	2748	1328	1718
CHDH	3	2	2	1	1	1	1	4	2	29	35	38	78	62	83	65	28	44
IL20RA	8	3	1	5	5	5	3	2	1	128	171	189	216	142	182	220	90	133
CLCA1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GLT8D1	862	549	691	595	601	648	791	660	380	785	941	960	1058	754	816	1107	496	647
ATP2C1	3012	2091	2342	2327	1945	2503	2055	2293	1454	1506	1919	1821	2359	1454	1780	2254	1070	1235
IGF1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
SLC38A5	17	9	17	15	19	21	19	13	13	4	9	3	9	6	8	9	4	1
RALBP1	778	540	630	579	562	735	617	657	434	886	1119	1057	1324	882	962	1287	552	804
RUFY3	461	270	355	342	324	363	293	389	182	2458	3081	3076	3546	2237	2803	3554	1609	2071
CNTN1	0	1	0	0	0	0	1	0	0	895	1091	1161	1242	707	925	1268	514	676
SLC11A1	2	3	2	2	0	1	1	5	3	1	8	6	1	5	4	3	0	0
WWTR1	1419	1034	1101	1115	950	1124	1009	1254	808	168	188	170	350	213	265	271	103	151
AGPS	1473	1055	1188	1034	971	1303	944	1318	765	974	1164	1154	1645	1031	1192	1538	740	869
ZNF285CP	0	0	0	0	0	0	0	0	0	1	3	5	1	2	2	1	3	4
STEEP1	393	317	327	286	259	337	434	387	210	318	381	396	451	313	374	482	215	313
ATP1A2	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0
TTC27	647	409	439	463	409	562	605	494	340	278	306	324	555	356	401	517	217	283
ZNF582	36	21	24	19	22	27	33	35	20	66	87	71	110	55	71	74	35	57
VSIG2	0	0	0	0	0	1	0	0	0	4	5	9	18	4	4	8	2	5
PHLDB1	3056	2162	2401	2232	1991	2292	2229	2333	1620	1741	1940	2113	2667	1721	1925	2550	1142	1516
MARCO	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
CYP24A1	150	117	134	127	113	141	108	120	77	1	3	1	1	0	0	2	1	0
PRDM11	438	334	381	342	324	387	357	409	273	399	435	527	503	346	386	503	258	344
SYT13	13	5	8	14	9	10	9	16	7	189	220	225	261	163	201	283	133	157
SNAI2	176	139	140	161	123	156	200	153	86	437	563	494	556	372	452	565	293	338
CD74	12	8	12	21	19	17	15	19	6	0	2	4	5	4	5	2	2	1
HGF	0	0	0	0	0	0	0	0	0	460	513	640	1122	696	817	921	437	504
ZRANB1	1104	706	866	823	637	855	834	869	471	838	1084	1006	1129	792	919	1156	528	729
NCDN	958	627	747	744	707	738	723	765	538	1165	1116	1274	1514	993	1129	1436	675	902
ADGRA2	218	148	176	196	152	195	147	140	124	1121	1156	1364	1496	947	1216	1639	748	1014
CCT8L1P	0	0	0	0	0	0	0	0	0	2	2	4	0	1	3	4	0	2
ZFP64	512	365	398	430	328	395	399	412	258	274	321	315	403	288	293	388	180	246
MNAT1	475	312	404	377	324	399	472	436	237	123	126	132	180	125	141	179	74	90
SAMD4A	2084	1424	1644	1734	1608	1798	1273	1655	1054	249	230	263	376	269	290	460	163	236
RUNX3	17	14	17	19	22	21	11	11	12	1	1	0	6	2	1	2	1	1
MRE11	1309	877	973	1012	864	1091	899	1063	681	338	406	434	563	316	408	544	226	323
PLEKHB1	64	33	44	50	30	50	47	48	30	122	147	165	160	114	107	180	75	90
SERPINB1	77	47	53	38	57	58	59	62	47	153	180	196	239	146	201	244	98	137
CYP3A43	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC7A9	0	2	1	0	0	2	1	3	0	18	20	18	12	7	14	27	16	6
SPAST	451	313	381	321	307	363	280	430	227	953	1180	1116	1371	800	1036	1389	609	736
NRXN3	193	134	166	172	156	194	143	171	91	638	764	779	916	549	669	791	394	485
OSBPL5	338	199	257	273	252	258	233	265	166	285	274	326	383	252	273	407	173	248
AQR	1725	1218	1420	1372	1276	1610	1090	1623	906	862	1200	1074	1425	878	1105	1389	597	767
CPS1	52	32	41	34	28	31	25	24	26	19	14	27	28	28	29	26	8	13
C8B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FHL1	1245	898	1060	946	845	1057	1132	1086	680	1123	1238	1386	1865	1259	1329	1806	825	934
RTF2	2906	2026	2526	2227	1883	2471	3108	2576	1434	584	731	762	926	649	723	873	449	522
GABRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC45A4	289	210	195	248	185	212	199	196	125	300	349	370	505	305	350	476	234	338
RNF10	1542	1070	1326	1209	1111	1396	1489	1449	875	1515	1645	1702	2148	1554	1552	1941	982	1344
ZNF839	340	207	179	214	196	237	262	215	122	283	328	300	405	210	299	450	182	226
ZDHHC6	1223	775	954	902	822	962	996	1036	607	576	760	701	886	595	713	914	394	503
GRAMD1B	103	53	74	83	82	58	49	70	41	219	225	256	284	158	238	281	126	168
RNH1	436	60	52	66	411	616	653	185	37	27	174	20	34	85	19	64	100	14
NDUFS1	630	41	387	609	317	229	140	309	241	93	187	170	124	112	318	240	103	96
RB1CC1	1437	967	1178	1038	920	1280	797	1266	834	1212	1606	1463	1728	1178	1348	1722	824	1036
ERP44	978	605	806	806	699	737	1016	811	475	702	840	822	1052	706	843	1081	509	672
ALAS1	732	531	608	647	549	695	696	581	409	433	544	540	710	479	467	665	277	374
BIRC3	111	62	88	158	175	173	117	129	67	45	71	51	552	339	375	374	156	206
AKAP11	383	244	264	269	230	322	170	347	204	1142	1532	1430	1771	1015	1408	1616	686	1025
GLRX2	385	235	283	278	264	355	365	330	210	186	240	226	324	266	254	356	163	181
SNAPC1	473	318	414	364	352	438	483	415	306	196	216	193	268	187	211	261	139	141
DERA	952	662	704	638	560	749	878	833	447	246	248	276	380	279	295	376	143	183
STRAP	3082	2117	2631	2033	1953	2480	2927	2570	1605	1667	1954	1885	2670	1908	1977	2440	1163	1405
ABCC2	52	34	42	42	32	27	19	40	19	13	26	10	21	18	15	19	9	14
DEF6	13	19	12	9	16	7	18	12	10	14	25	20	19	11	16	20	11	16
PLEKHO1	390	257	296	306	262	331	466	285	180	963	1108	1125	1416	1021	1074	1347	657	889
GCLM	306	182	235	227	168	226	165	261	184	399	466	384	542	401	403	544	230	292
UBR2	1216	769	938	874	726	991	711	969	595	752	937	840	1125	689	852	1033	528	674
EHD2	4564	3256	3861	3531	3231	3608	3400	3810	2901	60	63	86	71	56	55	51	29	43
DEPDC1	1797	1244	1541	1086	969	1306	1148	1481	936	245	286	237	526	321	368	448	201	227
CCDC28A	108	77	91	78	70	102	123	109	61	162	203	197	211	155	196	211	93	122
RRAGD	29	21	22	28	21	23	28	31	23	242	287	343	362	232	308	416	156	219
HSF2	290	220	222	200	161	224	254	256	124	446	512	521	648	453	446	705	269	385
PHF20	2366	1612	1816	1786	1643	2019	1667	1923	1183	681	826	802	1017	656	827	1054	472	581
HSD17B6	25	21	22	30	18	19	29	21	12	37	62	49	55	42	42	45	24	40
NR1H3	137	103	102	111	110	109	140	103	68	68	83	88	101	47	87	107	42	71
TYMP	32	22	22	57	53	38	49	34	20	78	76	104	120	81	84	149	67	76
NCAPH2	1445	930	1146	1168	1127	1203	1726	1231	776	565	658	662	984	552	717	875	421	548
TOMM34	2149	1464	1721	1747	1591	1967	2313	1975	1126	551	630	633	873	645	647	796	317	414
SEC63	1066	709	893	810	707	918	782	849	524	1390	1626	1568	1951	1281	1523	1979	991	1133
KPNA6	2075	1321	1680	1485	1488	1816	1294	1730	1095	1085	1185	1253	1545	987	1122	1446	686	969
VIM	29922	20286	23731	26000	23326	28282	31814	26011	16965	4507	4793	4877	7537	5168	5615	7122	3282	4142
RTEL1-TNFRSF6B	401	278	291	303	239	254	221	276	208	72	85	104	139	61	88	139	76	67
FAS	71	51	60	37	48	44	52	59	33	78	84	57	137	97	113	118	79	50
RNASET2	193	106	151	169	134	156	188	136	86	135	166	165	212	168	168	278	111	123
CD44	8694	5769	6561	7423	6614	7834	7080	7025	4114	309	265	286	1182	768	885	1069	424	520
KCNG1	249	148	178	226	215	236	220	190	125	87	105	140	256	158	195	206	106	121
AGPAT4	171	138	150	151	157	175	140	157	89	609	833	870	1089	623	823	1026	471	608
SLAMF7	5	2	2	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0
BTN3A1	216	157	189	293	283	269	210	218	153	539	654	627	758	494	552	815	374	428
MIPEP	148	90	136	134	109	129	131	125	85	99	129	107	157	138	137	165	66	109
PRKCH	80	56	62	53	38	44	65	85	43	249	281	276	296	209	236	309	128	147
INSRR	1	1	0	0	0	0	0	1	0	484	497	543	815	389	574	790	356	409
IFNGR1	385	233	328	310	248	332	360	303	180	513	682	603	823	568	644	766	392	477
B4GALT7	614	407	472	477	401	476	636	439	289	232	311	310	415	239	334	402	182	247
SH2D2A	2	2	2	0	2	1	1	2	0	0	0	3	1	0	0	0	0	0
VRK2	226	182	204	195	167	203	203	251	152	0	0	0	0	0	0	0	0	0
TNFRSF1B	37	29	37	40	38	32	53	48	19	15	15	14	55	31	32	63	20	28
VEZT	1352	877	1106	1019	934	1102	917	1029	659	838	1041	1003	1320	835	966	1230	610	712
POU2F2	156	99	126	144	142	142	186	127	75	108	134	153	172	76	121	167	70	80
BRD9	1604	1057	1259	1273	1139	1292	1220	1196	815	779	966	981	1323	797	978	1388	628	761
SNX1	2226	1501	1680	1553	1505	1854	1846	1884	1121	2052	2334	2406	2898	1833	2164	2885	1319	1615
TBPL1	175	131	132	140	117	152	191	140	82	374	493	477	561	404	455	548	289	345
BMAL2	767	551	689	663	563	738	588	740	460	115	105	113	329	199	247	290	131	165
BCLAF1	2404	1689	1972	1684	1512	1960	1627	2140	1230	2819	3494	3363	4288	2746	3065	3959	1804	2354
SLC39A9	1623	1083	1296	1141	1061	1284	965	1214	796	1796	2207	2163	2667	1742	1925	2612	1171	1544
ANK1	72	69	61	36	53	46	36	68	40	145	125	162	182	133	154	197	95	123
IBSP	0	0	0	0	1	0	1	1	0	0	0	0	5	1	2	0	0	0
TFB1M	165	95	143	106	104	119	127	122	56	182	249	247	369	250	282	334	155	192
RABEP1	1952	1275	1457	1483	1208	1643	1489	1602	896	1260	1420	1422	1770	1177	1378	1830	849	1081
HMGB3	1071	740	899	693	587	859	1145	920	548	585	739	751	988	630	780	975	442	524
NUP160	430	303	320	344	378	290	81	365	201	207	116	254	297	254	334	452	101	105
BAK1	526	395	475	423	386	448	570	435	321	209	218	229	342	217	262	301	133	179
MUSK	5	0	2	0	0	0	2	2	2	0	0	0	0	0	0	2	0	0
IKZF2	49	47	64	52	41	61	34	60	34	44	40	44	38	30	52	61	19	30
GRN	7193	4730	5401	5749	5301	5485	7239	5381	3522	1843	1982	2041	2615	1667	1727	2428	1174	1592
FAM13B	979	676	770	722	605	790	580	808	462	1529	2013	1799	2042	1439	1705	2127	1035	1295
ARHGAP31	193	135	161	173	151	186	113	163	120	2231	2498	2544	3003	1952	2298	2967	1354	1877
CENPQ	694	473	593	635	555	740	793	690	358	64	101	102	140	106	107	127	72	75
SARS1	2843	1890	2265	2343	2086	2596	3210	2487	1353	1249	1564	1522	1983	1309	1421	1981	889	1259
RANBP3	1459	985	1162	1149	939	1132	1346	1184	732	850	951	934	1262	817	897	1236	608	772
ARID4A	450	306	407	332	296	355	258	398	246	531	699	684	815	486	577	731	387	404
EIPR1	441	319	371	313	308	406	513	423	224	439	620	598	747	531	619	767	338	501
PNPLA6	1721	1190	1321	1323	1101	1195	1479	1236	816	1422	1553	1786	2140	1339	1519	2062	934	1376
IFT88	101	88	101	98	56	78	79	81	59	268	363	356	402	255	312	407	186	206
ALG1	682	477	607	541	521	525	653	538	344	213	319	308	403	256	279	397	180	208
ZCCHC8	864	540	629	613	520	630	652	636	419	482	642	617	834	500	601	770	358	471
ABCF2	493	339	391	399	381	411	586	426	289	299	403	376	581	369	378	514	236	274
CHPF2	1471	974	1151	979	990	1059	1106	1102	696	2161	2569	2575	3145	2064	2257	2949	1461	1976
LRRC7	28	15	20	28	15	13	20	19	11	4	1	1	2	2	1	0	1	1
FUT8	616	382	538	486	406	490	433	517	328	338	318	377	515	363	416	491	251	290
UBA6	1654	1187	1330	1374	1206	1603	1170	1518	840	1472	1756	1610	2158	1389	1597	2054	927	1194
GAB2	267	194	183	235	173	237	135	220	120	2305	2440	2667	3049	2083	2266	3046	1572	1969
ATP6V0A1	1353	874	1081	1086	917	966	912	1033	592	1842	2178	2211	2617	1544	1946	2443	1175	1614
PIAS1	1103	721	920	735	727	910	801	979	566	818	1000	929	999	698	806	1033	478	647
SLC4A7	1853	1193	1485	1425	1251	1416	765	1460	891	551	728	705	1090	617	811	967	422	545
APBA2	46	73	56	50	45	61	40	47	71	214	144	210	276	188	243	176	77	170
MAP2K3	1533	1007	1131	1227	1088	1262	1293	1230	762	198	183	209	322	237	242	309	143	205
CLXN	1	1	0	0	0	3	2	4	0	23	29	34	28	19	23	34	11	28
TMSB10	15256	10936	12379	12868	11461	13577	24356	13710	8202	3919	4351	4945	6865	5429	5425	6317	3189	3726
ASTE1	200	148	180	172	135	168	193	177	114	80	116	82	107	82	94	134	59	76
RNF19A	819	528	628	588	526	649	564	665	360	691	886	841	1072	626	828	1046	464	667
PEX3	183	135	155	123	134	126	164	154	76	103	111	123	149	105	114	137	46	73
GABARAPL2	634	441	580	486	474	521	703	602	364	1052	1287	1310	1535	1122	1139	1519	752	1006
MYOC	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3YL1	429	285	330	359	276	318	290	340	185	852	1146	1148	1308	809	996	1296	620	811
FAM136A	1408	916	1092	1111	1026	1134	1383	1200	685	571	722	746	915	652	760	939	448	512
VCL	9378	6367	7770	7243	6822	7543	4904	7315	4687	1265	1422	1535	2573	1547	1949	2462	1086	1327
DEPDC1B	703	441	573	417	434	560	529	615	349	114	147	148	219	145	154	205	83	131
DAPK2	29	20	16	19	12	14	20	14	12	14	20	24	32	15	17	36	13	20
NSMAF	697	497	531	578	508	626	500	605	340	435	459	490	637	436	503	649	284	376
ADSS2	866	627	779	811	653	852	796	833	481	727	854	920	1087	751	896	1049	477	626
STAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMP2	12429	8450	9577	9395	7898	9074	8501	9353	6371	11722	11721	12940	13845	9340	10034	14069	7182	8926
RFC1	2304	1553	1817	1660	1492	1913	1569	1909	1165	717	997	820	1201	725	907	1127	492	618
TBC1D23	1228	857	962	980	861	1113	966	1111	638	447	548	527	666	492	582	624	315	397
CUL3	1595	1184	1347	1110	947	1264	1315	1335	829	1055	1337	1287	1636	1106	1180	1533	759	949
MYOM2	2	2	0	1	1	1	1	8	0	0	1	1	2	1	0	1	1	0
OTC	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	2	0	0
CYP46A1	11	10	12	8	10	10	5	8	6	10	13	5	10	6	7	13	3	12
ZZZ3	1236	811	969	953	774	1056	846	1087	595	884	1081	966	1262	819	930	1220	501	731
SLC18A1	0	0	0	0	0	0	0	0	0	263	278	306	358	221	236	308	142	169
USP2	53	29	35	44	30	45	51	42	29	57	60	74	82	55	61	86	43	70
CASR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBG2	649	462	523	547	526	486	613	548	349	328	403	350	432	268	324	395	216	262
RPL26L1	556	379	418	463	370	478	762	531	306	236	225	234	368	272	315	358	160	199
FLT4	1113	697	799	808	702	769	808	744	511	0	0	1	0	0	0	3	0	0
NSUN2	2854	2000	2302	2335	2056	2556	2345	2458	1541	1348	1631	1770	2316	1455	1710	2139	1017	1292
FBXO42	1	2	1	0	0	2	0	2	3	3	5	3	5	3	4	1	5	1
MFAP3	1125	686	882	809	683	883	631	869	539	1612	2153	2057	2396	1486	2005	2332	1078	1366
MRI1	860	575	657	586	550	577	695	674	356	481	557	508	641	428	500	672	349	402
METTL1	272	176	239	260	220	245	336	242	167	100	120	102	183	143	135	157	78	104
HOXC8	4	8	2	8	7	11	14	9	6	21	22	25	26	14	18	27	13	10
AGA	185	170	189	153	145	162	196	161	96	147	171	151	269	160	160	238	102	129
PI4K2B	569	414	515	452	427	550	400	533	315	61	97	78	124	69	100	117	42	67
BOD1L1	1631	1054	1253	1097	1060	1386	767	1356	763	1266	1639	1559	2014	1210	1560	1905	855	1150
MAT2B	882	590	734	693	604	762	766	764	474	691	834	843	1203	788	821	1002	470	588
TLL1	138	102	106	136	104	146	105	133	65	0	0	0	0	0	0	0	0	0
EDC4	1386	909	1057	1057	904	1019	847	1092	720	1158	1216	1434	1733	1193	1334	1739	751	1080
TRIO	8664	5573	6654	7177	6160	7292	3643	6571	4037	4787	5361	5646	7943	4965	6083	7401	3529	4758
VCAN	2362	1517	1799	1591	1534	1887	1122	1775	1003	678	724	892	2100	1184	1612	1867	741	912
CLEC16A	626	395	520	457	383	476	413	476	318	1030	1186	1259	1507	951	1050	1419	747	886
MSR1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CDH1	22	13	11	18	7	15	14	19	7	6	4	2	2	1	5	2	2	1
MTREX	1994	1348	1579	1375	1321	1650	1466	1733	967	716	826	850	1158	776	867	1095	461	610
DNAH5	8	4	10	8	6	10	10	7	3	15	6	11	19	13	15	21	10	16
ZFYVE16	1042	706	860	791	695	883	569	909	513	1171	1428	1433	1698	990	1322	1744	734	927
RIPOR1	1845	1211	1466	1400	1363	1556	1241	1497	1092	1287	1290	1426	1937	1369	1432	1819	980	1184
C6	1	0	0	0	0	1	0	0	0	61	104	87	101	64	74	90	44	53
RAI14	6755	4746	5526	5602	4919	6226	4899	6198	3542	625	632	705	1497	994	1076	1315	605	714
SOX30	0	3	0	1	1	2	1	3	1	8	17	7	18	11	8	16	10	16
PNKP	839	581	696	701	600	667	851	638	443	685	788	878	1220	726	903	1232	540	756
BEST2	0	0	0	1	0	0	0	0	0	4	10	5	6	4	9	5	2	5
PHLPP2	598	350	508	395	391	477	277	467	300	372	450	458	551	347	441	537	269	298
SPDL1	2566	1711	2174	1966	1683	2265	2209	2352	1305	370	474	431	911	541	656	788	332	422
STAU2	654	417	573	389	392	473	393	501	362	605	761	708	956	634	728	1030	420	541
SLC66A1	424	256	300	338	302	347	436	337	223	287	297	327	435	293	302	404	196	248
CTNS	610	427	439	533	419	500	530	472	303	348	399	390	468	296	350	485	224	312
RTN4R	228	156	177	181	150	165	222	166	129	37	32	33	40	41	36	44	21	39
PHF23	860	553	675	662	603	755	974	734	460	1080	1362	1446	1740	1185	1292	1629	782	977
CDH10	31	20	31	20	14	24	18	19	14	0	0	0	0	0	0	1	1	0
INPP4A	584	436	443	479	426	480	352	467	291	879	1067	961	1214	770	916	1199	547	748
RAB27B	2	0	8	3	0	6	3	3	3	23	35	30	46	22	28	53	18	31
PSMA4	2669	1889	2289	1870	1798	2402	3295	2323	1388	1144	1405	1325	1917	1307	1448	1798	755	1050
MYO16	1	1	0	0	0	1	0	0	1	93	149	104	136	121	107	133	65	103
LSG1	1430	974	1135	1104	988	1163	1133	1180	680	731	880	874	1205	832	888	1113	503	663
PARP3	381	218	295	351	320	336	373	330	213	196	210	214	255	169	179	266	118	158
TNC	8417	5320	6089	7730	7214	7155	4482	6430	4090	936	882	1087	5106	3243	3640	3802	1712	2140
THAP3	344	204	266	225	212	260	391	275	150	241	242	265	340	242	246	321	152	194
RIPOR3	5	2	1	3	7	3	3	0	4	86	81	112	329	177	225	280	109	144
TDP1	1105	719	867	899	760	821	958	927	530	258	319	329	460	306	313	446	168	231
AIFM2	132	105	130	141	132	142	220	132	69	204	262	270	292	223	247	320	143	188
C2orf83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA7	75	49	64	52	45	65	56	56	49	125	129	133	154	117	98	166	67	102
MED17	144	102	139	132	108	141	98	125	85	141	146	176	229	116	165	221	87	131
RETSAT	10	58	33	12	10	9	11	9	20	4	10	16	13	20	6	10	3	7
CAPG	1306	918	1020	1077	943	1122	1770	1167	722	3	1	5	11	4	7	5	0	3
AP2S1	1571	1120	1277	1315	1102	1420	2375	1437	931	755	856	862	1230	890	913	1209	561	701
USH2A	0	0	0	0	0	1	0	0	0	12	16	21	31	14	20	26	19	21
ZPBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG	3	3	4	0	3	1	3	3	2	6	12	22	36	15	18	24	13	8
ADAM28	2	0	0	1	0	2	2	1	0	0	0	0	0	0	0	0	1	0
BARX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCUN1D1	779	504	647	577	470	653	510	657	391	570	620	564	755	555	604	785	314	401
JADE2	848	622	656	756	668	738	647	714	472	1119	1214	1260	1552	1015	1137	1443	738	985
ZIC2	60	42	51	51	41	46	65	70	40	2	2	1	0	2	0	3	0	2
LCP2	0	0	0	0	0	0	0	0	0	3	5	3	1	5	2	5	1	5
TRIT1	488	324	384	355	314	386	407	412	214	275	392	382	481	302	350	445	190	295
ADRB1	21	12	17	14	11	10	16	12	8	0	0	0	0	0	1	0	0	0
GUCA2B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
